gene	aRRA	aRRA p_value	aRRA FDR	significant	# signif. sgRNAs
HTR1E	0.000929738240015	2.30E-02	9.72E-01	False	1
TADA3	0.000929738240015	2.30E-02	9.72E-01	False	2
CST8	0.000929738240015	2.30E-02	9.72E-01	False	2
OR10J3	0.000929738240015	2.30E-02	9.72E-01	False	2
KIAA0020	0.000929738240015	2.30E-02	9.72E-01	False	2
CYYR1	0.000929738240015	2.30E-02	9.72E-01	False	2
PISD	0.000929738240015	2.30E-02	9.72E-01	False	2
APOL1	0.000929738240015	2.30E-02	9.72E-01	False	2
LOC100996485	0.000929738240015	2.30E-02	9.72E-01	False	2
RQCD1	0.000929738240015	2.30E-02	9.72E-01	False	1
RNF38	0.000929738240015	2.30E-02	9.72E-01	False	2
RGS13	0.000929738240015	2.30E-02	9.72E-01	False	1
ATF6	0.000929738240015	2.30E-02	9.72E-01	False	2
FAM71A	0.000929738240015	2.30E-02	9.72E-01	False	2
FREM1	0.000929738240015	2.30E-02	9.72E-01	False	2
SLMAP	0.000929738240015	2.30E-02	9.72E-01	False	2
ENOPH1	0.000929738240015	2.30E-02	9.72E-01	False	2
SCGB3A1	0.000929738240015	2.30E-02	9.72E-01	False	2
ZDHHC16	0.000929738240015	2.30E-02	9.72E-01	False	1
CKM	0.000929738240015	2.30E-02	9.72E-01	False	2
MEOX2	0.000929738240015	2.30E-02	9.72E-01	False	2
FBXW10	0.000929738240015	2.30E-02	9.72E-01	False	1
SASH1	0.000929738240015	2.30E-02	9.72E-01	False	2
ST3GAL2	0.000929738240015	2.30E-02	9.72E-01	False	2
RNF186	0.000929738240015	2.30E-02	9.72E-01	False	2
CSGALNACT2	0.000929738240015	2.30E-02	9.72E-01	False	2
C1QL3	0.000939948626946	2.30E-02	9.72E-01	False	1
SGOL1	0.00094805163235	2.30E-02	9.72E-01	False	1
MTF2	0.000956154637755	2.30E-02	9.72E-01	False	1
FTL	0.00096425764316	2.30E-02	9.72E-01	False	1
DLX4	0.000972360648565	2.30E-02	9.72E-01	False	1
HNRNPM	0.000988566659374	2.30E-02	9.72E-01	False	1
RPL26	0.000996669664779	2.30E-02	9.72E-01	False	1
hsa-mir-4711	0.00100477267018	2.30E-02	9.72E-01	False	1
IRF3	0.0010161573629	2.30E-02	9.72E-01	False	2
LOC158434	0.00102599651556	2.30E-02	9.72E-01	False	2
OR8I2	0.00102599651556	2.30E-02	9.72E-01	False	2
CLEC1A	0.00103562229387	2.30E-02	9.72E-01	False	2
NLRP14	0.00103562229387	2.30E-02	9.72E-01	False	2
KCNIP2	0.00103562229387	2.30E-02	9.72E-01	False	2
ACOX1	0.00104528769721	2.30E-02	9.72E-01	False	1
LRIG1	0.00105080179662	2.30E-02	9.72E-01	False	2
STAG3	0.00105080179662	2.30E-02	9.72E-01	False	1
MAGOHB	0.00105080179662	2.30E-02	9.72E-01	False	2
CACNA1A	0.00105080179662	2.30E-02	9.72E-01	False	2
MSX2	0.00105080179662	2.30E-02	9.72E-01	False	2
ITPR1	0.00105080179662	2.30E-02	9.72E-01	False	2
hsa-mir-650	0.00105339070261	2.30E-02	9.72E-01	False	1
DRD3	0.00106149370802	2.30E-02	9.72E-01	False	1
COL1A2	0.00106318343457	2.30E-02	9.72E-01	False	2
TMEM39A	0.00106959671342	2.30E-02	9.72E-01	False	1
NKIRAS2	0.00107006400636	2.40E-02	9.72E-01	False	2
GALR2	0.00107006400636	2.40E-02	9.72E-01	False	2
TNFAIP6	0.00107006400636	2.40E-02	9.72E-01	False	1
CD9	0.00107006400636	2.40E-02	9.72E-01	False	2
hsa-mir-508	0.00107006400636	2.40E-02	9.72E-01	False	2
hsa-mir-885	0.00107769971883	2.50E-02	9.72E-01	False	1
ARX	0.00108282490536	2.50E-02	9.72E-01	False	2
C5orf47	0.00108580272423	2.50E-02	9.72E-01	False	1
GLG1	0.00109217741218	2.50E-02	9.72E-01	False	2
RAB39A	0.00109217741218	2.50E-02	9.72E-01	False	2
NPR1	0.00109217741218	2.50E-02	9.72E-01	False	2
TTC27	0.00110200873504	2.50E-02	9.72E-01	False	1
FKBP3	0.00111011174044	2.50E-02	9.72E-01	False	1
RYK	0.00111262418688	2.50E-02	9.72E-01	False	2
TRAPPC6A	0.00111262418688	2.50E-02	9.72E-01	False	2
SH2D5	0.00111262418688	2.50E-02	9.72E-01	False	2
OR51G1	0.00111262418688	2.50E-02	9.72E-01	False	2
MAGEB16	0.00111262418688	2.50E-02	9.72E-01	False	2
ZIK1	0.00111262418688	2.50E-02	9.72E-01	False	2
KCNE3	0.00112226624855	2.60E-02	9.72E-01	False	1
ZNF627	0.00112890032118	2.60E-02	9.72E-01	False	2
ZNF296	0.00112890032118	2.60E-02	9.72E-01	False	2
PDE11A	0.00113442075666	2.60E-02	9.72E-01	False	1
FOXF2	0.00114063758469	2.70E-02	9.72E-01	False	2
NIPAL4	0.00114063758469	2.70E-02	9.72E-01	False	2
CD177	0.00114063758469	2.70E-02	9.72E-01	False	1
MAP3K7	0.00114063758469	2.70E-02	9.72E-01	False	2
RAMP2	0.00114063758469	2.70E-02	9.72E-01	False	2
IRAK1	0.00114063758469	2.70E-02	9.72E-01	False	2
TOPBP1	0.00114063758469	2.70E-02	9.72E-01	False	1
DIS3L2	0.00114252376206	2.70E-02	9.72E-01	False	1
ZNF236	0.00115029578198	2.70E-02	9.72E-01	False	1
OR1D2	0.00115062676747	2.70E-02	9.72E-01	False	1
LOC100130301	0.00115298576953	2.70E-02	9.72E-01	False	2
BAX	0.00115298576953	2.70E-02	9.72E-01	False	2
CSF2RB	0.00115518796222	2.70E-02	9.72E-01	False	2
GNAT3	0.00115684098556	2.70E-02	9.72E-01	False	2
NUP210L	0.00116042659057	2.70E-02	9.72E-01	False	2
HMGB2	0.00116278127558	2.80E-02	9.72E-01	False	1
DIS3L	0.0011678913442	2.80E-02	9.72E-01	False	2
CLU	0.00117493578368	2.80E-02	9.72E-01	False	1
PTPRB	0.00118303878909	2.80E-02	9.72E-01	False	1
AMDHD2	0.00119042920066	2.80E-02	9.72E-01	False	2
OR8K1	0.00119042920066	2.80E-02	9.72E-01	False	2
TAF5L	0.00119042920066	2.80E-02	9.72E-01	False	1
AKT1	0.00119042920066	2.80E-02	9.72E-01	False	1
GPR1	0.00119042920066	2.80E-02	9.72E-01	False	2
SEMA3F	0.00119042920066	2.80E-02	9.72E-01	False	2
ZMYM1	0.00119042920066	2.80E-02	9.72E-01	False	2
ATP13A3	0.00119114179449	2.80E-02	9.72E-01	False	1
JMY	0.0011992447999	2.80E-02	9.72E-01	False	1
FAM46C	0.0012073478053	2.80E-02	9.72E-01	False	1
PIM3	0.00121545081071	2.80E-02	9.72E-01	False	1
EXOSC6	0.00122355381611	2.80E-02	9.72E-01	False	1
MRPL47	0.00122393104174	2.80E-02	9.72E-01	False	2
CLPP	0.00122393104174	2.80E-02	9.72E-01	False	2
CHRM4	0.00122393104174	2.80E-02	9.72E-01	False	2
FAM183A	0.00123127757688	2.80E-02	9.72E-01	False	1
KPNA4	0.00123570832422	2.90E-02	9.72E-01	False	1
PANK1	0.00123570832422	2.90E-02	9.72E-01	False	1
MRS2	0.00123843128885	2.90E-02	9.72E-01	False	2
hsa-mir-6837	0.00124786283232	2.90E-02	9.72E-01	False	1
ABL1	0.00126406884313	2.90E-02	9.72E-01	False	1
SCFD1	0.00126406884313	2.90E-02	9.72E-01	False	1
NANP	0.00126406884313	2.90E-02	9.72E-01	False	1
ZNF77	0.00128027485394	2.90E-02	9.72E-01	False	1
OMD	0.00128837785935	2.90E-02	9.72E-01	False	1
DYRK1A	0.00129648086475	2.90E-02	9.72E-01	False	1
NXNL1	0.00130458387016	2.90E-02	9.72E-01	False	1
hsa-mir-3198-2	0.00132078988097	2.90E-02	9.72E-01	False	1
SBSPON	0.0013284513973	2.90E-02	9.72E-01	False	1
RIMS1	0.00132889288637	2.90E-02	9.72E-01	False	1
ORC4	0.00133699589178	2.90E-02	9.72E-01	False	1
ABHD12	0.00134509889718	2.90E-02	9.72E-01	False	1
ECT2L	0.00135725340529	2.90E-02	9.72E-01	False	1
STAC2	0.0013694079134	2.90E-02	9.72E-01	False	1
STXBP5L	0.0013775109188	3.00E-02	9.72E-01	False	1
ZCCHC18	0.0013856139242	3.10E-02	9.72E-01	False	1
TPCN2	0.00139371692961	3.10E-02	9.72E-01	False	1
PRRC2C	0.00140181993501	3.10E-02	9.72E-01	False	1
hsa-mir-4787	0.00140992294042	3.10E-02	9.72E-01	False	1
IFNLR1	0.00141802594582	3.10E-02	9.72E-01	False	1
LLPH	0.00143018045393	3.10E-02	9.72E-01	False	1
PIH1D2	0.00143018045393	3.10E-02	9.72E-01	False	1
GAGE10	0.00144233496204	3.10E-02	9.72E-01	False	1
RPS6KB2	0.00145448947014	3.10E-02	9.72E-01	False	1
CLCA4	0.00145448947014	3.10E-02	9.72E-01	False	1
KLHL10	0.00146664397825	3.10E-02	9.72E-01	False	1
hsa-mir-4709	0.00147115021667	3.40E-02	9.72E-01	False	1
hsa-mir-3164	0.00147115021667	3.40E-02	9.72E-01	False	1
TTC30A	0.00147115021667	3.40E-02	9.72E-01	False	1
ADCY2	0.00147115021667	3.40E-02	9.72E-01	False	1
RIPK3	0.00147115021667	3.40E-02	9.72E-01	False	1
SLC25A33	0.00147115021667	3.40E-02	9.72E-01	False	1
C1orf174	0.00147115021667	3.40E-02	9.72E-01	False	1
RGAG1	0.00147115021667	3.40E-02	9.72E-01	False	0
FRYL	0.00147115021667	3.40E-02	9.72E-01	False	0
DLX6	0.00147115021667	3.40E-02	9.72E-01	False	1
DYNLT1	0.00147115021667	3.40E-02	9.72E-01	False	1
YWHAE	0.00147115021667	3.40E-02	9.72E-01	False	1
SCO1	0.00147115021667	3.40E-02	9.72E-01	False	1
LOC100129924	0.00147115021667	3.40E-02	9.72E-01	False	1
KBTBD7	0.00147115021667	3.40E-02	9.72E-01	False	1
COL9A2	0.00147115021667	3.40E-02	9.72E-01	False	1
TMED8	0.00147115021667	3.40E-02	9.72E-01	False	1
PABPN1L	0.00147115021667	3.40E-02	9.72E-01	False	1
SSB	0.00147115021667	3.40E-02	9.72E-01	False	1
CCL16	0.00147115021667	3.40E-02	9.72E-01	False	1
CCDC180	0.00147115021667	3.40E-02	9.72E-01	False	0
KCTD21	0.00147115021667	3.40E-02	9.72E-01	False	1
HIST1H4H	0.00147115021667	3.40E-02	9.72E-01	False	1
ADAM2	0.00147115021667	3.40E-02	9.72E-01	False	1
FEN1	0.00147115021667	3.40E-02	9.72E-01	False	1
DARC	0.00147115021667	3.40E-02	9.72E-01	False	1
CACNA2D1	0.00147115021667	3.40E-02	9.72E-01	False	1
hsa-let-7a-2	0.00147115021667	3.40E-02	9.72E-01	False	1
SNTA1	0.00147115021667	3.40E-02	9.72E-01	False	1
BRD8	0.00147115021667	3.40E-02	9.72E-01	False	1
SERBP1	0.00147115021667	3.40E-02	9.72E-01	False	1
SCAF11	0.00147115021667	3.40E-02	9.72E-01	False	1
ALPK1	0.00147115021667	3.40E-02	9.72E-01	False	1
CSNK1A1	0.00147115021667	3.40E-02	9.72E-01	False	1
MANSC1	0.00147115021667	3.40E-02	9.72E-01	False	1
TMEM101	0.00147115021667	3.40E-02	9.72E-01	False	1
MRPL46	0.00147115021667	3.40E-02	9.72E-01	False	1
BMX	0.00147115021667	3.40E-02	9.72E-01	False	1
ABHD17A	0.00147115021667	3.40E-02	9.72E-01	False	1
PLA2G4A	0.00147115021667	3.40E-02	9.72E-01	False	2
OR8H1	0.00147115021667	3.40E-02	9.72E-01	False	1
PLEKHS1	0.00147115021667	3.40E-02	9.72E-01	False	0
OR5L1	0.00147115021667	3.40E-02	9.72E-01	False	1
NAV2	0.00147115021667	3.40E-02	9.72E-01	False	1
BAG5	0.00147115021667	3.40E-02	9.72E-01	False	1
ZBED4	0.00147115021667	3.40E-02	9.72E-01	False	1
PIK3R2	0.00147115021667	3.40E-02	9.72E-01	False	1
CECR5	0.00147115021667	3.40E-02	9.72E-01	False	1
CECR6	0.00147115021667	3.40E-02	9.72E-01	False	1
TGM7	0.00147115021667	3.40E-02	9.72E-01	False	1
INPP5E	0.00147115021667	3.40E-02	9.72E-01	False	1
ANGPTL5	0.00147115021667	3.40E-02	9.72E-01	False	1
ALDH1A1	0.00147115021667	3.40E-02	9.72E-01	False	1
CLCF1	0.00147115021667	3.40E-02	9.72E-01	False	1
RXRB	0.00147115021667	3.40E-02	9.72E-01	False	0
PBX3	0.00147115021667	3.40E-02	9.72E-01	False	0
BCR	0.00147115021667	3.40E-02	9.72E-01	False	1
PGBD4	0.00147115021667	3.40E-02	9.72E-01	False	1
SBF1	0.00147115021667	3.40E-02	9.72E-01	False	0
CRYGB	0.00147115021667	3.40E-02	9.72E-01	False	1
HBM	0.00147115021667	3.40E-02	9.72E-01	False	1
KIF23	0.00147115021667	3.40E-02	9.72E-01	False	1
PRSS36	0.00147115021667	3.40E-02	9.72E-01	False	1
MOGAT1	0.00147115021667	3.40E-02	9.72E-01	False	1
MSRB3	0.00147115021667	3.40E-02	9.72E-01	False	1
LMBR1	0.00147115021667	3.40E-02	9.72E-01	False	1
SIRT6	0.00147115021667	3.40E-02	9.72E-01	False	1
CES5A	0.00147115021667	3.40E-02	9.72E-01	False	1
MAN1B1	0.00147115021667	3.40E-02	9.72E-01	False	1
hsa-mir-2355	0.00147115021667	3.40E-02	9.72E-01	False	1
KCNJ4	0.00147115021667	3.40E-02	9.72E-01	False	1
ACCS	0.00147115021667	3.40E-02	9.72E-01	False	1
SLC25A43	0.00147115021667	3.40E-02	9.72E-01	False	1
MRPL53	0.00147115021667	3.40E-02	9.72E-01	False	1
ATXN2	0.00147115021667	3.40E-02	9.72E-01	False	0
GPR158	0.00147115021667	3.40E-02	9.72E-01	False	1
TMEM240	0.00147115021667	3.40E-02	9.72E-01	False	1
ADCK5	0.00147115021667	3.40E-02	9.72E-01	False	1
BNIP2	0.00147115021667	3.40E-02	9.72E-01	False	1
ARHGEF9	0.00147115021667	3.40E-02	9.72E-01	False	1
VTN	0.00147115021667	3.40E-02	9.72E-01	False	1
FGF22	0.00147115021667	3.40E-02	9.72E-01	False	1
PLEKHG4B	0.00147115021667	3.40E-02	9.72E-01	False	1
COL4A2	0.00147115021667	3.40E-02	9.72E-01	False	1
SRSF2	0.00147115021667	3.40E-02	9.72E-01	False	1
ZNF582	0.00147115021667	3.40E-02	9.72E-01	False	1
PIGK	0.00147115021667	3.40E-02	9.72E-01	False	1
PLVAP	0.00147115021667	3.40E-02	9.72E-01	False	0
NKRF	0.00147115021667	3.40E-02	9.72E-01	False	1
CRYZ	0.00147115021667	3.40E-02	9.72E-01	False	1
GUCA1A	0.00147115021667	3.40E-02	9.72E-01	False	1
PRKAG3	0.00147115021667	3.40E-02	9.72E-01	False	0
HINT3	0.00147115021667	3.40E-02	9.72E-01	False	1
E2F2	0.00147115021667	3.40E-02	9.72E-01	False	1
ZZZ3	0.00147115021667	3.40E-02	9.72E-01	False	0
TBP	0.00147115021667	3.40E-02	9.72E-01	False	1
RNASEH1	0.00147115021667	3.40E-02	9.72E-01	False	1
RC3H2	0.00147115021667	3.40E-02	9.72E-01	False	1
KIAA1429	0.00147115021667	3.40E-02	9.72E-01	False	0
SUMO2	0.00147115021667	3.40E-02	9.72E-01	False	1
TOR3A	0.00147115021667	3.40E-02	9.72E-01	False	1
UBLCP1	0.00147115021667	3.40E-02	9.72E-01	False	1
PLCB2	0.00147115021667	3.40E-02	9.72E-01	False	1
C1QL4	0.00147115021667	3.40E-02	9.72E-01	False	1
DESI2	0.00147115021667	3.40E-02	9.72E-01	False	1
BPHL	0.00147115021667	3.40E-02	9.72E-01	False	0
TUBB2B	0.00147115021667	3.40E-02	9.72E-01	False	1
MRPL38	0.00147115021667	3.40E-02	9.72E-01	False	1
NCLN	0.00147115021667	3.40E-02	9.72E-01	False	1
GPR85	0.00147115021667	3.40E-02	9.72E-01	False	1
PRG3	0.00147115021667	3.40E-02	9.72E-01	False	1
CCDC41	0.00147115021667	3.40E-02	9.72E-01	False	0
ZBTB24	0.00147115021667	3.40E-02	9.72E-01	False	0
METAP2	0.00147115021667	3.40E-02	9.72E-01	False	0
LSM12	0.00147115021667	3.40E-02	9.72E-01	False	0
CNEP1R1	0.00147115021667	3.40E-02	9.72E-01	False	1
DYNLRB2	0.00147115021667	3.40E-02	9.72E-01	False	1
ELOVL5	0.00147115021667	3.40E-02	9.72E-01	False	1
EFNB3	0.00147115021667	3.40E-02	9.72E-01	False	0
NHLH2	0.00147115021667	3.40E-02	9.72E-01	False	1
PCDHGA10	0.00147474698366	3.40E-02	9.72E-01	False	1
DDX21	0.00148690149176	3.50E-02	9.72E-01	False	1
KCNJ8	0.00150715900528	3.50E-02	9.72E-01	False	1
NUMA1	0.00152336501608	3.50E-02	9.72E-01	False	1
IFI16	0.00153551952419	3.50E-02	9.72E-01	False	1
TMC5	0.00153551952419	3.50E-02	9.72E-01	False	1
FBXL8	0.0015557770377	3.50E-02	9.72E-01	False	1
COG1	0.00156388004311	3.50E-02	9.72E-01	False	1
RBL1	0.00157198304851	3.50E-02	9.72E-01	False	1
PAQR7	0.00159629206473	3.50E-02	9.72E-01	False	1
TBC1D2B	0.00160439507013	3.50E-02	9.72E-01	False	1
P2RY12	0.00162870408635	3.50E-02	9.72E-01	False	1
POLR2E	0.00163680709175	3.50E-02	9.72E-01	False	1
SCP2D1	0.00165232998948	3.50E-02	9.72E-01	False	1
hsa-mir-4758	0.00165301310256	3.50E-02	9.72E-01	False	1
hsa-mir-5584	0.00168542512418	3.50E-02	9.72E-01	False	1
N4BP3	0.00169352812958	3.50E-02	9.72E-01	False	1
NRG1	0.00170163113499	3.50E-02	9.72E-01	False	1
RBL2	0.0017178371458	3.50E-02	9.72E-01	False	1
SIGLEC15	0.00173029196037	3.50E-02	9.72E-01	False	1
EYA3	0.00173404315661	3.50E-02	9.72E-01	False	1
FANCI	0.00173906658858	3.50E-02	9.72E-01	False	2
KCNE1L	0.00173906658858	3.50E-02	9.72E-01	False	2
COBL	0.00173906658858	3.50E-02	9.72E-01	False	2
PCBP4	0.00174214616201	3.50E-02	9.72E-01	False	1
CHMP4A	0.00174955765002	3.50E-02	9.72E-01	False	2
C1QTNF4	0.00175024916742	3.50E-02	9.72E-01	False	1
TBC1D9	0.00175566371183	3.50E-02	9.72E-01	False	2
COL7A1	0.0017590605645	3.50E-02	9.72E-01	False	2
SLC1A2	0.0017590605645	3.50E-02	9.72E-01	False	2
UCKL1	0.00176552362905	3.50E-02	9.72E-01	False	2
PPP6R1	0.00176645517823	3.50E-02	9.72E-01	False	1
SYT9	0.00178738114651	3.50E-02	9.72E-01	False	2
SMAP1	0.00178738114651	3.50E-02	9.72E-01	False	2
CIRBP	0.00178738114651	3.50E-02	9.72E-01	False	2
OR5AP2	0.00178738114651	3.50E-02	9.72E-01	False	2
KIF2B	0.00178738114651	3.50E-02	9.72E-01	False	2
SKOR1	0.00178738114651	3.50E-02	9.72E-01	False	2
TMEM26	0.00178738114651	3.50E-02	9.72E-01	False	2
MCUR1	0.00178738114651	3.50E-02	9.72E-01	False	2
HDHD3	0.00179076419444	3.50E-02	9.72E-01	False	1
FOXP2	0.00179886719984	3.60E-02	9.72E-01	False	1
SLC16A5	0.00180697020525	3.60E-02	9.72E-01	False	1
ATIC	0.00180765016671	3.60E-02	9.72E-01	False	2
WDR55	0.00181507321065	3.60E-02	9.72E-01	False	1
IRGC	0.00182317621606	3.60E-02	9.72E-01	False	1
EXOC4	0.00183127922146	3.60E-02	9.72E-01	False	1
SGPL1	0.00183462190571	3.60E-02	9.72E-01	False	1
MAMDC4	0.00183462190571	3.60E-02	9.72E-01	False	0
EPHB3	0.00183462190571	3.60E-02	9.72E-01	False	1
PARP10	0.00183462190571	3.60E-02	9.72E-01	False	1
ZDHHC2	0.00183462190571	3.60E-02	9.72E-01	False	1
PGF	0.00183462190571	3.60E-02	9.72E-01	False	2
RHEBL1	0.00183938222687	3.60E-02	9.72E-01	False	1
DCHS1	0.00184748523227	3.60E-02	9.72E-01	False	1
MGST2	0.00185558823768	3.60E-02	9.72E-01	False	1
WRAP53	0.00185864801501	3.60E-02	9.72E-01	False	2
hsa-mir-6808	0.00186319217133	3.60E-02	9.72E-01	False	2
GTF2B	0.00186319217133	3.60E-02	9.72E-01	False	2
hsa-mir-29c	0.00186369124308	3.60E-02	9.72E-01	False	1
hsa-mir-6788	0.00187179424849	3.60E-02	9.72E-01	False	1
OCRL	0.00187615590646	3.60E-02	9.72E-01	False	1
FGF19	0.00187615590646	3.60E-02	9.72E-01	False	2
CDH9	0.00187615590646	3.60E-02	9.72E-01	False	2
NDUFV3	0.00187615590646	3.60E-02	9.72E-01	False	2
AEBP1	0.00187989725389	3.60E-02	9.72E-01	False	1
KIAA1143	0.00190420627011	3.60E-02	9.72E-01	False	1
POLR2H	0.00190420627011	3.60E-02	9.72E-01	False	1
GSDMC	0.00192383716985	3.60E-02	9.72E-01	False	1
LGALS12	0.00192383716985	3.60E-02	9.72E-01	False	1
FAM122C	0.00192383716985	3.60E-02	9.72E-01	False	1
MOG	0.00192383716985	3.60E-02	9.72E-01	False	1
ACOX3	0.00192383716985	3.60E-02	9.72E-01	False	1
TM9SF2	0.00192383716985	3.60E-02	9.72E-01	False	1
RNF224	0.00192383716985	3.60E-02	9.72E-01	False	1
INTS7	0.00192383716985	3.60E-02	9.72E-01	False	1
CPLX4	0.00192383716985	3.60E-02	9.72E-01	False	1
C17orf97	0.00192383716985	3.60E-02	9.72E-01	False	1
C7orf41	0.00192383716985	3.60E-02	9.72E-01	False	1
SLC30A2	0.00192383716985	3.60E-02	9.72E-01	False	1
hsa-mir-6082	0.00192383716985	3.60E-02	9.72E-01	False	1
HDHD2	0.00192383716985	3.60E-02	9.72E-01	False	1
MBD6	0.00192383716985	3.60E-02	9.72E-01	False	0
CXCL11	0.00193661829172	3.60E-02	9.72E-01	False	1
SLC13A5	0.00194877279983	3.60E-02	9.72E-01	False	1
RUNX3	0.00195667387191	3.60E-02	9.72E-01	False	2
FUT9	0.00195954236905	3.60E-02	9.72E-01	False	2
SLC26A2	0.00196092730794	3.60E-02	9.72E-01	False	1
FFAR4	0.00196097740552	3.60E-02	9.72E-01	False	2
SLC39A1	0.00196277193978	3.60E-02	9.72E-01	False	1
RAB30	0.00196277193978	3.60E-02	9.72E-01	False	2
LILRA6	0.00196887949532	3.60E-02	9.72E-01	False	2
LAPTM5	0.00196903031334	3.60E-02	9.72E-01	False	1
KIAA0141	0.00197499653854	3.70E-02	9.72E-01	False	2
PTCRA	0.0019771577602	3.70E-02	9.72E-01	False	1
PSME2	0.00198523632415	3.70E-02	9.72E-01	False	1
TTC32	0.00198653671105	3.70E-02	9.72E-01	False	2
C4orf27	0.00199333932956	3.70E-02	9.72E-01	False	1
CTXN1	0.00199702402995	3.70E-02	9.72E-01	False	1
SAMD1	0.00199702402995	3.70E-02	9.72E-01	False	2
PGM1	0.00200144233496	3.70E-02	9.72E-01	False	1
OR5H2	0.00200954534037	3.70E-02	9.72E-01	False	1
MRPS34	0.00202169984847	3.70E-02	9.72E-01	False	1
AP3S1	0.00204195736199	3.70E-02	9.72E-01	False	1
OTX2	0.0020743693836	3.70E-02	9.72E-01	False	1
hsa-mir-8070	0.00209462689712	3.70E-02	9.72E-01	False	1
LOC339862	0.00209462689712	3.70E-02	9.72E-01	False	1
CTTNBP2	0.00209462689712	3.70E-02	9.72E-01	False	1
LILRB5	0.00211488441063	3.70E-02	9.72E-01	False	1
CHSY3	0.00212298741603	3.70E-02	9.72E-01	False	1
KCNG2	0.00213919342684	3.70E-02	9.72E-01	False	1
MYO5A	0.00214729643225	3.70E-02	9.72E-01	False	1
MAGEB6	0.00215539943765	3.70E-02	9.72E-01	False	1
OR11A1	0.00216350244306	3.70E-02	9.72E-01	False	1
MPZL2	0.00217160544846	3.70E-02	9.72E-01	False	1
SMIM1	0.00218661482952	3.70E-02	9.72E-01	False	1
NIPAL2	0.00219186296197	3.70E-02	9.72E-01	False	1
OR11H1	0.00219186296197	3.70E-02	9.72E-01	False	1
MGAT4C	0.00219186296197	3.70E-02	9.72E-01	False	1
LGALS8	0.00221212047548	3.70E-02	9.72E-01	False	1
UCN	0.00222022348089	3.70E-02	9.72E-01	False	1
LRRC23	0.00222325343276	4.00E-02	9.72E-01	False	1
BEX4	0.00222325343276	4.00E-02	9.72E-01	False	0
FBXO11	0.00222325343276	4.00E-02	9.72E-01	False	2
ADCY9	0.00222325343276	4.00E-02	9.72E-01	False	2
H2AFY2	0.00222325343276	4.00E-02	9.72E-01	False	1
WHSC1	0.00222325343276	4.00E-02	9.72E-01	False	1
UBA52	0.00222325343276	4.00E-02	9.72E-01	False	0
MYO15A	0.00222325343276	4.00E-02	9.72E-01	False	0
CHCHD7	0.00222325343276	4.00E-02	9.72E-01	False	0
HTR1D	0.00222325343276	4.00E-02	9.72E-01	False	1
CHST11	0.00222325343276	4.00E-02	9.72E-01	False	0
hsa-mir-1-2	0.00222325343276	4.00E-02	9.72E-01	False	1
ANKRD50	0.00222325343276	4.00E-02	9.72E-01	False	0
ANTXR1	0.00222325343276	4.00E-02	9.72E-01	False	0
MAP6	0.00222325343276	4.00E-02	9.72E-01	False	1
CDCA3	0.00222325343276	4.00E-02	9.72E-01	False	1
SERINC3	0.00222325343276	4.00E-02	9.72E-01	False	0
FIS1	0.00222325343276	4.00E-02	9.72E-01	False	1
CYP2A6	0.00222325343276	4.00E-02	9.72E-01	False	1
ZNF786	0.00222325343276	4.00E-02	9.72E-01	False	0
CRYBB3	0.00222325343276	4.00E-02	9.72E-01	False	1
STK11	0.00222325343276	4.00E-02	9.72E-01	False	1
GABRB1	0.00222325343276	4.00E-02	9.72E-01	False	1
DMD	0.00222325343276	4.00E-02	9.72E-01	False	1
KIAA1549	0.00222325343276	4.00E-02	9.72E-01	False	1
NAP1L4	0.00222325343276	4.00E-02	9.72E-01	False	0
SSU72	0.00222325343276	4.00E-02	9.72E-01	False	1
RAPGEF4	0.00222325343276	4.00E-02	9.72E-01	False	0
IRF2BP2	0.00222325343276	4.00E-02	9.72E-01	False	0
ZBED2	0.00222325343276	4.00E-02	9.72E-01	False	0
XPR1	0.00222325343276	4.00E-02	9.72E-01	False	0
FLG2	0.00222325343276	4.00E-02	9.72E-01	False	1
TESPA1	0.00222325343276	4.00E-02	9.72E-01	False	0
IL17F	0.00222325343276	4.00E-02	9.72E-01	False	1
HRC	0.00222325343276	4.00E-02	9.72E-01	False	1
PRSS27	0.00222325343276	4.00E-02	9.72E-01	False	1
RNASEK	0.00222325343276	4.00E-02	9.72E-01	False	1
RTEL1	0.00222325343276	4.00E-02	9.72E-01	False	0
DCLRE1B	0.00222325343276	4.00E-02	9.72E-01	False	1
OR4P4	0.00222325343276	4.00E-02	9.72E-01	False	1
OR10J1	0.00222325343276	4.00E-02	9.72E-01	False	1
IKZF1	0.00222325343276	4.00E-02	9.72E-01	False	1
CEP120	0.00222325343276	4.00E-02	9.72E-01	False	0
RNF8	0.00222325343276	4.00E-02	9.72E-01	False	1
SEC24D	0.00222325343276	4.00E-02	9.72E-01	False	1
FAM89B	0.00222325343276	4.00E-02	9.72E-01	False	1
OR52B6	0.00222325343276	4.00E-02	9.72E-01	False	1
FAM184A	0.00222325343276	4.00E-02	9.72E-01	False	1
NNT	0.00222325343276	4.00E-02	9.72E-01	False	1
FETUB	0.00222325343276	4.00E-02	9.72E-01	False	1
C8orf58	0.00222325343276	4.00E-02	9.72E-01	False	1
SLC25A44	0.00222325343276	4.00E-02	9.72E-01	False	0
SGPP2	0.00222325343276	4.00E-02	9.72E-01	False	1
OSGIN2	0.00222325343276	4.00E-02	9.72E-01	False	0
